file,flight,date_local,origin,dest,dep_rwy,dep_rwy_hdg,arr_rwy,arr_rwy_hdg,dep_metar,dep_wind_from,dep_wind_kt,dep_gust_kt,dep_vis_sm,dep_wx,dep_temp_c,dep_headwind_kt,dep_crosswind_kt,dep_wind_favours,arr_metar,arr_wind_from,arr_wind_kt,arr_gust_kt,arr_vis_sm,arr_wx,arr_temp_c,arr_headwind_kt,arr_crosswind_kt,arr_wind_favours,dep_qnh_inhg
UR111-4189ad1c.csv,UGD111,06SEP26,LGW,EBB,26L,258.0,17,172.1,18:50,130.0,5.0,,6.21,M,21.0,-3.1,-3.9,08L,03:00,260.0,4.0,,6.21,M,22.0,0.1,4.0,30,30.06
UR208-4189c9e6.csv,UGD208,06SEP26,EBB,NBO,17,172.1,06,54.0,19:00,310.0,4.0,,6.21,M,24.0,-3.0,2.7,30,20:00,80.0,8.0,,6.21,M,18.0,7.2,3.5,06,30.06
UR712-4189d4c5.csv,UGD712,06SEP26,EBB,JNB,17,172.1,03R,14.0,19:30,310.0,6.0,,6.21,M,24.0,-4.5,4.0,30,23:00,80.0,14.0,,6.21,M,10.0,5.7,12.8,03L,30.06
UR209-418a175e.csv,UGD209,07SEP26,NBO,EBB,06,54.0,17,172.1,20:00,80.0,8.0,,6.21,M,18.0,7.2,3.5,06,22:00,340.0,2.0,,6.21,M,23.0,-2.0,0.4,,30.27
UR720-418a6176.csv,UGD720,07SEP26,HRE,EBB,05,46.0,35,352.11,,,,,,,,,,,01:30,30.0,2.0,,6.21,M,21.0,1.6,1.2,,
UR713-418a91c6.csv,UGD713,07SEP26,JNB,EBB,03L,14.0,17,172.1,01:00,70.0,11.0,,4.97,M,10.0,6.2,9.1,03L,05:00,0.0,0.0,,5.59,M,22.0,-0.0,-0.0,,30.42
UR122-418ae9b7.csv,UGD122,07SEP26,EBB,JUB,17,172.1,31,310.0,04:00,200.0,3.0,,5.59,M,21.0,2.7,1.4,17,,,,,,,,,,,30.09
UR200-418b059c.csv,UGD200,07SEP26,EBB,NBO,17,172.1,06,54.0,05:00,0.0,0.0,,5.59,M,22.0,-0.0,-0.0,,05:30,,1.0,,6.21,M,16.0,,,,30.15
UR123-418b318e.csv,UGD123,07SEP26,JUB,EBB,31,310.0,17,172.1,,,,,,,,,,,07:00,340.0,2.0,,5.59,M,24.0,-2.0,0.4,,
UR710-418b3b93.csv,UGD710,07SEP26,EBB,JNB,17,172.1,03R,14.0,06:30,340.0,3.0,,5.59,M,24.0,-2.9,0.6,35,10:00,40.0,14.0,,6.21,M,15.0,12.6,6.1,03L,30.18
UR201-418b4b5b.csv,UGD201,07SEP26,NBO,EBB,06,54.0,17,172.1,07:00,,3.0,,6.21,M,18.0,,,,07:30,350.0,2.0,,5.59,M,26.0,-2.0,0.1,,30.36
UR900-418b4fe7.csv,UGD900,07SEP26,EBB,LOS,,,18R,180.0,07:00,340.0,2.0,,5.59,M,24.0,,,,11:00,190.0,4.0,,3.11,-RA,28.0,3.9,0.7,18L,30.15
UR320-418b7e9a.csv,UGD320,07SEP26,EBB,DAR,17,172.1,05,45.0,08:30,190.0,5.0,,5.59,M,28.0,4.8,1.5,17,10:00,120.0,6.0,,6.21,M,31.0,1.6,5.8,14,30.18
UR321-418be466.csv,UGD321,07SEP26,DAR,EBB,05,45.0,17,172.1,11:00,180.0,7.0,,6.21,M,32.0,-4.9,4.9,23,12:30,180.0,8.0,,6.21,M,30.0,7.9,1.1,17,30.06
UR711-418c0303.csv,UGD711,07SEP26,JNB,EBB,03L,14.0,17,172.1,12:00,360.0,13.0,,6.21,M,16.0,12.6,-3.1,03L,15:30,140.0,6.0,,6.21,M,27.0,5.1,-3.2,12,30.45
UR901-418c2cc8.csv,UGD901,07SEP26,LOS,EBB,18R,180.0,17,172.1,12:00,220.0,8.0,,6.21,-RA,27.0,6.1,5.1,18L,17:00,140.0,6.0,,6.21,M,26.0,5.1,-3.2,12,30.03
UR360-418c539f.csv,UGD360,07SEP26,EBB,BJM,17,172.1,17,172.0,13:30,160.0,6.0,,6.21,M,29.0,5.9,-1.3,17,14:00,200.0,20.0,,4.97,M,31.0,17.7,9.4,17,30.0
UR206-418c9428.csv,UGD206,07SEP26,EBB,NBO,17,172.1,06,54.0,14:30,140.0,5.0,,6.21,M,28.0,4.2,-2.7,12,15:30,90.0,12.0,,6.21,M,25.0,9.7,7.1,06,30.0
UR361-418cb5d4.csv,UGD361,07SEP26,BJM,EBB,17,172.0,17,172.1,15:00,180.0,16.0,,4.97,M,31.0,15.8,2.2,17,16:00,140.0,6.0,,6.21,M,26.0,5.1,-3.2,12,29.91
UR207-418d1ff2.csv,UGD207,07SEP26,NBO,EBB,06,54.0,17,172.1,17:00,90.0,12.0,,6.21,M,22.0,9.7,7.1,06,17:30,140.0,6.0,,6.21,M,26.0,5.1,-3.2,12,30.24
UR720-418d561a.csv,UGD720,07SEP26,EBB,LUN,17,172.1,10,95.2,18:00,160.0,6.0,,6.21,M,25.0,5.9,-1.3,17,20:00,100.0,11.0,,6.21,M,20.0,11.0,0.9,10,30.06
UR322-418d59e8.csv,UGD322,07SEP26,EBB,DAR,17,172.1,05,45.0,18:00,160.0,6.0,,6.21,M,25.0,5.9,-1.3,17,19:00,130.0,5.0,,6.21,M,24.0,0.4,5.0,14,30.06
UR208-418d864b.csv,UGD208,07SEP26,EBB,NBO,17,172.1,06,54.0,19:00,150.0,4.0,,6.21,M,25.0,3.7,-1.5,17,20:00,80.0,9.0,,6.21,M,19.0,8.1,3.9,06,30.06
UR712-418d9079.csv,UGD712,07SEP26,EBB,JNB,17,172.1,03R,14.0,19:30,170.0,4.0,,6.21,M,25.0,4.0,-0.1,17,22:00,20.0,11.0,,3.11,BR,12.0,10.9,1.1,03L,30.09
UR323-418dcd51.csv,UGD323,07SEP26,DAR,EBB,05,45.0,17,172.1,20:00,130.0,6.0,,6.21,M,24.0,0.5,6.0,14,22:00,350.0,3.0,,6.21,M,23.0,-3.0,0.1,35,30.12
UR209-418de625.csv,UGD209,08SEP26,NBO,EBB,06,54.0,17,172.1,20:30,70.0,7.0,,6.21,M,19.0,6.7,1.9,06,22:00,350.0,3.0,,6.21,M,23.0,-3.0,0.1,35,30.3
UR720-418df8ef.csv,UGD720,07SEP26,LUN,HRE,10,95.2,05,46.0,21:00,110.0,9.0,,6.21,M,19.0,8.7,2.3,10,,,,,,,,,,,30.33
UR720-418e4460.csv,UGD720,08SEP26,HRE,EBB,05,46.0,17,172.1,,,,,,,,,,,02:00,10.0,3.0,,6.21,M,22.0,-2.9,-0.9,35,
UR713-418e69f9.csv,UGD713,08SEP26,JNB,EBB,03L,14.0,17,172.1,01:00,30.0,8.0,,6.21,M,11.0,7.7,2.2,03L,04:30,350.0,4.0,,4.35,M,22.0,-4.0,0.1,35,30.5
UR520-418e9139.csv,UGD520,08SEP26,EBB,MGQ,17,172.1,,,01:30,90.0,3.0,,6.21,M,22.0,0.4,-3.0,12,03:00,220.0,12.0,,6.21,M,26.0,,,,30.0
UR200-418ef7ea.csv,UGD200,08SEP26,EBB,NBO,35,352.11,06,54.0,05:00,350.0,1.0,,4.35,M,22.0,1.0,-0.0,,06:00,150.0,6.0,,6.21,M,16.0,-0.6,6.0,24,30.09
UR521-418f0818.csv,UGD521,08SEP26,MGQ,EBB,,,17,172.1,05:00,210.0,14.0,,6.21,M,27.0,,,,07:30,180.0,5.0,,5.59,-TSRA,20.0,5.0,0.7,17,30.03
UR201-418f35c8.csv,UGD201,08SEP26,NBO,EBB,06,54.0,17,172.1,07:00,90.0,6.0,,6.21,M,17.0,4.9,3.5,06,07:30,180.0,5.0,,5.59,-TSRA,20.0,5.0,0.7,17,30.36
UR110-418f4fdd.csv,UGD110,08SEP26,EBB,LGW,,,26L,258.0,08:00,180.0,2.0,,5.59,-TSRA,20.0,,,,15:50,290.0,12.0,,6.21,M,16.0,10.2,6.4,26R,30.18
UR320-418f6b4e.csv,UGD320,08SEP26,EBB,DAR,17,172.1,23,225.0,08:30,240.0,3.0,,5.59,TS,21.0,1.1,2.8,30,09:30,160.0,12.0,,6.21,M,30.0,5.1,-10.9,14,30.15
UR722-418fa50a.csv,UGD722,08SEP26,EBB,HRE,17,172.1,05,46.0,10:00,240.0,6.0,,6.21,M,25.0,2.3,5.6,30,13:00,,,,6.21,M,,,,,30.09
UR120-418fbf90.csv,UGD120,08SEP26,EBB,JUB,17,172.1,13,130.0,10:30,180.0,8.0,,6.21,M,26.0,7.9,1.1,17,,,,,,,,,,,30.09
UR321-418fd0ec.csv,UGD321,08SEP26,DAR,EBB,23,225.0,17,172.1,11:00,210.0,10.0,,6.21,M,26.0,9.7,-2.6,23,12:30,170.0,10.0,,6.21,M,27.0,10.0,-0.4,17,30.06
UR121-41902eb3.csv,UGD121,08SEP26,JUB,EBB,13,130.0,17,172.1,,,,,,,,,,,13:30,180.0,14.0,,6.21,M,27.0,13.9,1.9,17,
UR360-41903f50.csv,UGD360,08SEP26,EBB,BJM,17,172.1,17,172.0,13:00,180.0,12.0,,6.21,M,27.0,11.9,1.6,17,14:00,200.0,20.0,,5.59,M,32.0,17.7,9.4,17,30.0
UR722-4190714f.csv,UGD722,08SEP26,HRE,LUN,05,46.0,10,95.2,13:00,,,,6.21,M,,,,,15:00,120.0,17.0,,6.21,M,22.0,15.4,7.1,15,
UR206-419089a6.csv,UGD206,08SEP26,EBB,NBO,17,172.1,06,54.0,14:30,170.0,10.0,,6.21,M,26.0,10.0,-0.4,17,15:00,80.0,5.0,,6.21,M,20.0,4.5,2.2,06,29.97
UR361-4190ae3a.csv,UGD361,08SEP26,BJM,EBB,17,172.0,17,172.1,15:00,180.0,20.0,,5.59,M,30.0,19.8,2.8,17,16:00,220.0,10.0,,6.21,M,26.0,6.7,7.4,17,29.88
UR722-4190df8c.csv,UGD722,08SEP26,LUN,EBB,10,95.2,17,172.1,16:00,110.0,15.0,,6.21,M,21.0,14.5,3.8,10,18:30,260.0,4.0,,6.21,M,24.0,0.1,4.0,30,30.27
UR207-419103e8.csv,UGD207,08SEP26,NBO,EBB,06,54.0,17,172.1,16:30,50.0,8.0,,6.21,M,18.0,8.0,-0.6,06,17:30,170.0,8.0,,6.21,M,25.0,8.0,-0.3,17,30.24
UR712-41919bf4.csv,UGD712,08SEP26,EBB,JNB,17,172.1,03R,14.0,19:30,0.0,0.0,,6.21,M,24.0,-0.0,-0.0,,00:00,340.0,9.0,,6.21,M,11.0,7.5,-5.0,03L,30.06
UR111-4191c96b.csv,UGD111,08SEP26,LGW,EBB,26L,258.0,17,172.1,20:50,250.0,6.0,,6.21,M,13.0,5.9,-0.8,26R,04:00,0.0,0.0,,6.21,M,21.0,-0.0,-0.0,,29.85
UR713-419282d5.csv,UGD713,09SEP26,JNB,EBB,03L,14.0,17,172.1,01:00,350.0,9.0,,6.21,M,11.0,8.2,-3.7,03L,04:00,0.0,0.0,,6.21,M,21.0,-0.0,-0.0,,30.47
UR122-4192dcb1.csv,UGD122,09SEP26,EBB,JUB,17,172.1,31,310.0,03:00,0.0,0.0,,6.21,M,21.0,-0.0,-0.0,,,,,,,,,,,,30.0
UR200-4192fdbd.csv,UGD200,09SEP26,EBB,NBO,17,172.1,06,54.0,04:00,0.0,0.0,,6.21,M,21.0,-0.0,-0.0,,05:30,150.0,4.0,,6.21,M,16.0,-0.4,4.0,24,30.03
UR123-41931d98.csv,UGD123,09SEP26,JUB,EBB,31,310.0,17,172.1,,,,,,,,,,,06:30,340.0,6.0,,4.97,M,26.0,-5.9,1.3,35,
UR710-41932b0c.csv,UGD710,09SEP26,EBB,JNB,17,172.1,03R,14.0,06:00,340.0,2.0,,4.97,M,24.0,-2.0,0.4,,10:30,,6.0,,6.21,M,19.0,,,,30.09
UR201-41933e05.csv,UGD201,09SEP26,NBO,EBB,06,54.0,17,172.1,06:30,150.0,4.0,,6.21,M,16.0,-0.4,4.0,24,07:30,170.0,6.0,,5.59,M,26.0,6.0,-0.2,17,30.3
UR722-4193829f.csv,UGD722,09SEP26,EBB,HRE,17,172.1,05,46.0,09:00,160.0,12.0,,6.21,M,29.0,11.7,-2.5,17,10:00,190.0,10.0,,6.21,M,20.0,-8.1,5.9,23,30.09
UR334-419390cb.csv,UGD334,09SEP26,EBB,ZNZ,17,172.1,18,174.0,09:00,160.0,12.0,,6.21,M,29.0,11.7,-2.5,17,10:30,120.0,11.0,,6.21,M,28.0,6.5,-8.9,18,30.09
UR334-4193f245.csv,UGD334,09SEP26,ZNZ,JRO,18,174.0,09,87.0,11:30,130.0,12.0,,6.21,M,28.0,8.6,-8.3,18,12:00,100.0,5.0,,6.21,M,27.0,4.9,1.1,09,30.0
UR711-419405bd.csv,UGD711,09SEP26,JNB,EBB,03L,14.0,17,172.1,12:00,40.0,5.0,,6.21,M,19.0,4.5,2.2,03L,15:30,180.0,8.0,,6.21,M,25.0,7.9,1.1,17,30.45
UR360-419461c3.csv,UGD360,09SEP26,EBB,BJM,17,172.1,17,172.0,13:30,170.0,16.0,,6.21,M,26.0,16.0,-0.6,17,14:00,180.0,24.0,,5.59,M,31.0,23.8,3.3,17,29.97
UR334-419470f1.csv,UGD334,09SEP26,JRO,EBB,09,87.0,17,172.1,13:30,100.0,6.0,,6.21,M,29.0,5.8,1.3,09,14:30,180.0,15.0,,6.21,M,26.0,14.9,2.1,17,30.06
UR722-4194953d.csv,UGD722,09SEP26,LUN,EBB,10,95.2,17,172.1,14:00,100.0,13.0,,6.21,M,24.0,13.0,1.1,10,16:30,170.0,8.0,,6.21,M,24.0,8.0,-0.3,17,30.24
UR361-4194da2f.csv,UGD361,09SEP26,BJM,EBB,17,172.0,17,172.1,15:00,180.0,20.0,,5.59,M,30.0,19.8,2.8,17,16:30,170.0,8.0,,6.21,M,24.0,8.0,-0.3,17,29.88
UR342-419512c9.csv,UGD342,09SEP26,EBB,MBA,17,172.1,21,209.0,16:30,170.0,8.0,,6.21,M,24.0,8.0,-0.3,17,18:00,170.0,5.0,,6.21,M,25.0,3.9,-3.1,15,30.0
UR430-41956039.csv,UGD430,09SEP26,EBB,BOM,17,172.1,27,269.0,18:00,100.0,7.0,,6.21,M,24.0,2.2,-6.7,12,00:00,50.0,4.0,,2.17,BR,28.0,-3.1,2.5,09,30.06
UR322-419590c7.csv,UGD322,09SEP26,EBB,DAR,17,172.1,05,45.0,19:00,90.0,5.0,,6.21,M,24.0,0.7,-5.0,12,20:30,150.0,8.0,,6.21,M,25.0,-2.1,7.7,14,30.06
UR343-419596f1.csv,UGD343,09SEP26,MBA,EBB,21,209.0,35,352.11,19:00,190.0,5.0,,6.21,M,25.0,4.7,-1.6,21,20:00,60.0,14.0,,6.21,M,24.0,5.3,13.0,12,30.06
UR208-419596f7.csv,UGD208,09SEP26,EBB,NBO,17,172.1,06,54.0,19:00,90.0,5.0,,6.21,M,24.0,0.7,-5.0,12,19:30,70.0,8.0,,6.21,M,19.0,7.7,2.2,06,30.06
UR209-4196031c.csv,UGD209,10SEP26,NBO,EBB,06,54.0,17,172.1,20:30,80.0,7.0,,6.21,M,18.0,6.3,3.1,06,22:00,10.0,2.0,,6.21,M,22.0,-1.9,-0.6,,30.3
UR323-419614ed.csv,UGD323,10SEP26,DAR,EBB,05,45.0,17,172.1,21:30,150.0,5.0,,6.21,M,25.0,-1.3,4.8,14,23:00,20.0,6.0,,6.21,M,23.0,-5.3,-2.8,35,30.06
UR431-4196cfb0.csv,UGD431,10SEP26,BOM,EBB,27,269.0,17,172.1,03:00,300.0,7.0,,2.49,HZ,29.0,6.0,3.6,32,08:00,230.0,18.0,,6.21,M,25.0,9.6,15.2,17,29.85
UR200-4197180a.csv,UGD200,10SEP26,EBB,NBO,17,172.1,06,54.0,04:30,340.0,5.0,,6.21,DZ,20.0,-4.9,1.0,35,05:30,150.0,8.0,,6.21,M,18.0,-0.8,8.0,24,30.09
UR201-41975f58.csv,UGD201,10SEP26,NBO,EBB,06,54.0,17,172.1,07:00,140.0,9.0,,6.21,M,19.0,0.6,9.0,06,06:30,340.0,6.0,,6.21,M,23.0,-5.9,1.3,35,30.33
UR722-4197d3bc.csv,UGD722,10SEP26,EBB,HRE,17,172.1,05,46.0,10:00,200.0,14.0,,6.21,M,26.0,12.4,6.6,17,13:00,,6.0,,6.21,M,24.0,,,,30.12
UR120-4197f45b.csv,UGD120,10SEP26,EBB,JUB,17,172.1,13,130.0,10:30,180.0,12.0,,6.21,M,26.0,11.9,1.6,17,,,,,,,,,,,30.12
UR121-41985ecc.csv,UGD121,10SEP26,JUB,EBB,13,130.0,17,172.1,,,,,,,,,,,13:30,150.0,12.0,,6.21,M,26.0,11.1,-4.5,17,
UR360-41987e04.csv,UGD360,10SEP26,EBB,BJM,17,172.1,17,172.0,13:30,150.0,12.0,,6.21,M,26.0,11.1,-4.5,17,14:00,180.0,16.0,,4.35,M,31.0,15.8,2.2,17,30.0
UR722-4198a034.csv,UGD722,10SEP26,HRE,LUN,05,46.0,10,95.2,14:00,60.0,7.0,,6.21,M,24.0,6.8,1.7,05,15:00,110.0,12.0,,6.21,M,27.0,11.6,3.1,10,30.24
UR361-4198ed71.csv,UGD361,10SEP26,BJM,EBB,17,172.0,17,172.1,15:00,180.0,14.0,,4.97,M,30.0,13.9,1.9,17,16:00,200.0,8.0,,6.21,M,24.0,7.1,3.7,17,29.88
UR722-41990761.csv,UGD722,10SEP26,LUN,EBB,10,95.2,17,172.1,15:00,110.0,12.0,,6.21,M,27.0,11.6,3.1,10,18:00,220.0,4.0,,6.21,M,23.0,2.7,3.0,17,30.18
UR322-4199b9bc.csv,UGD322,10SEP26,EBB,DAR,17,172.1,23,225.0,19:00,180.0,6.0,,6.21,M,23.0,5.9,0.8,17,20:30,170.0,5.0,,6.21,M,23.0,2.9,-4.1,14,30.09
UR208-4199c0af.csv,UGD208,10SEP26,EBB,NBO,17,172.1,06,54.0,19:00,180.0,6.0,,6.21,M,23.0,5.9,0.8,17,20:00,150.0,9.0,,6.21,M,19.0,-0.9,9.0,24,30.09
UR902-4199d7a2.csv,UGD902,10SEP26,EBB,LOS,17,172.1,18R,180.0,19:30,180.0,4.0,,6.21,M,23.0,4.0,0.5,17,23:00,190.0,4.0,,6.21,M,26.0,3.9,0.7,18L,30.09
UR209-419a2656.csv,UGD209,11SEP26,NBO,EBB,06,54.0,17,172.1,21:00,150.0,6.0,,6.21,M,18.0,-0.6,6.0,24,21:30,360.0,2.0,,6.21,M,22.0,-2.0,-0.3,,30.27
UR323-419a304c.csv,UGD323,11SEP26,DAR,EBB,23,225.0,35,352.11,21:30,210.0,3.0,,6.21,M,23.0,2.9,-0.8,23,23:00,360.0,4.0,,6.21,M,21.0,4.0,0.5,35,30.06
UR903-419abbf6.csv,UGD903,11SEP26,LOS,EBB,18R,180.0,35,352.11,01:00,210.0,3.0,,6.21,M,25.0,2.6,1.5,18L,05:00,80.0,5.0,25.0,3.73,TSRA,21.0,0.2,5.0,12,29.97
UR520-419aec40.csv,UGD520,11SEP26,EBB,MGQ,17,172.1,,,02:00,360.0,3.0,,6.21,M,21.0,-3.0,-0.4,35,04:00,220.0,13.0,,6.21,M,25.0,,,,30.03
UR200-419b4457.csv,UGD200,11SEP26,EBB,NBO,35,352.11,06,54.0,04:30,340.0,5.0,,4.97,M,21.0,4.9,-1.0,35,05:30,100.0,3.0,,6.21,M,17.0,2.1,2.2,06,30.09
UR334-419b7110.csv,UGD334,11SEP26,EBB,ZNZ,17,172.1,18,174.0,06:00,0.0,0.0,,6.21,M,20.0,-0.0,-0.0,,07:30,180.0,5.0,,6.21,M,24.0,5.0,0.5,18,30.12
UR521-419b73a8.csv,UGD521,11SEP26,MGQ,EBB,,,17,172.1,06:00,220.0,14.0,,6.21,M,26.0,,,,08:00,180.0,2.0,,6.21,M,23.0,2.0,0.3,,30.0
UR710-419b82e1.csv,UGD710,11SEP26,EBB,JNB,17,172.1,21L,194.0,06:30,220.0,2.0,,6.21,-RA,20.0,1.3,1.5,,10:00,,5.0,,6.21,M,22.0,,,,30.12
UR201-419b8ebf.csv,UGD201,11SEP26,NBO,EBB,06,54.0,17,172.1,07:00,160.0,5.0,,6.21,M,19.0,-1.4,4.8,24,07:30,230.0,2.0,,6.21,M,23.0,1.1,1.7,,30.33
UR334-419bc9c0.csv,UGD334,11SEP26,ZNZ,JRO,18,174.0,09,87.0,08:00,180.0,6.0,,6.21,M,26.0,6.0,0.6,18,09:00,,3.0,,6.21,M,26.0,,,,30.09
UR110-419bd397.csv,UGD110,11SEP26,EBB,LGW,17,172.1,26L,258.0,09:00,180.0,5.0,,6.21,M,26.0,5.0,0.7,17,16:50,320.0,5.0,,6.21,M,21.0,2.3,4.4,26R,30.12
UR334-419c19e0.csv,UGD334,11SEP26,JRO,EBB,09,87.0,17,172.1,10:30,,6.0,,6.21,M,27.0,,,,11:30,170.0,12.0,,6.21,M,27.0,12.0,-0.4,17,30.12
UR120-419c1e98.csv,UGD120,11SEP26,EBB,JUB,17,172.1,13,130.0,10:30,180.0,10.0,,6.21,M,26.0,9.9,1.4,17,,,,,,,,,,,30.06
UR711-419c5d79.csv,UGD711,11SEP26,JNB,EBB,03L,14.0,17,172.1,12:00,50.0,7.0,,6.21,M,23.0,5.7,4.1,03L,16:00,190.0,5.0,,6.21,M,25.0,4.8,1.5,17,30.33
UR121-419c8c32.csv,UGD121,11SEP26,JUB,EBB,13,130.0,17,172.1,,,,,,,,,,,13:30,170.0,8.0,,6.21,M,27.0,8.0,-0.3,17,
UR360-419ca76b.csv,UGD360,11SEP26,EBB,BJM,17,172.1,17,172.0,13:00,180.0,8.0,,6.21,M,27.0,7.9,1.1,17,14:00,180.0,12.0,,5.59,M,31.0,11.9,1.7,17,30.0
UR206-419d01d3.csv,UGD206,11SEP26,EBB,NBO,17,172.1,06,54.0,14:00,160.0,8.0,,6.21,M,27.0,7.8,-1.7,17,15:30,120.0,8.0,,6.21,M,22.0,3.3,7.3,06,30.0
UR361-419d1cc4.csv,UGD361,11SEP26,BJM,EBB,17,172.0,17,172.1,15:00,180.0,12.0,,5.59,M,30.0,11.9,1.7,17,16:00,190.0,5.0,,6.21,M,25.0,4.8,1.5,17,29.88
UR342-419d3bb0.csv,UGD342,11SEP26,EBB,MBA,17,172.1,21,209.0,15:30,200.0,5.0,,6.21,M,26.0,4.4,2.3,17,17:00,210.0,4.0,,6.21,M,23.0,4.0,0.1,21,30.0
UR207-419d83dc.csv,UGD207,11SEP26,NBO,EBB,,,17,172.1,16:30,110.0,8.0,,6.21,M,21.0,,,06,17:30,180.0,4.0,,6.21,M,24.0,4.0,0.5,17,30.18
UR720-419dc18a.csv,UGD720,11SEP26,EBB,LUN,17,172.1,10,95.2,18:00,190.0,4.0,,6.21,M,24.0,3.8,1.2,17,20:00,140.0,6.0,,6.21,M,19.0,4.3,4.2,15,30.03
UR343-419dca9f.csv,UGD343,11SEP26,MBA,EBB,21,209.0,17,172.1,18:00,220.0,3.0,,6.21,M,23.0,2.9,0.6,21,19:30,210.0,4.0,,6.21,M,23.0,3.2,2.5,17,30.03
UR322-419deaee.csv,UGD322,11SEP26,EBB,DAR,17,172.1,05,45.0,18:30,210.0,3.0,,6.21,M,24.0,2.4,1.8,17,20:30,160.0,3.0,,6.21,M,23.0,-1.3,2.7,14,30.03
UR902-419decb7.csv,UGD902,11SEP26,EBB,LOS,17,172.1,18R,180.0,19:00,230.0,4.0,,6.21,M,23.0,2.1,3.4,17,23:00,270.0,5.0,,6.21,M,25.0,0.0,5.0,18L,30.03
UR720-419e6520.csv,UGD720,11SEP26,LUN,HRE,10,95.2,05,46.0,21:00,140.0,4.0,,6.21,M,19.0,2.8,2.8,15,22:00,90.0,4.0,,6.21,M,16.0,2.9,2.8,05,30.21
